asset_Type,data_source,code,agg_algo,settle_type,real_time_take_over,price_type,data_type,curve_name,curve_id,period,ohlc_begin,ohlc_end,open_px,high_px,low_px,close_px,open_yield,high_yield,low_yield,close_yield,ctd_Bond,volume,trade_times,total_volume,open_time,close_time,high_time,low_time
BOND,XBOND,“160010“,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:16:00	","	2024-07-18 09:17:00	",,,,,,,,,,0,,,,,,
BOND,XBOND,“180011“,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:16:00	","	2024-07-18 09:17:00	",,,,,,,,,,0,,,,,,
BOND,XBOND,“180011“,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:16:00	","	2024-07-18 09:17:00	",,,,,,,,,,0,,,,,,
BOND,XBOND,“180011“,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:16:00	","	2024-07-18 09:17:00	",,,,,,,,,,0,,,,,,
BOND,XBOND,“220220“,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:16:00	","	2024-07-18 09:17:00	",103.6857,103.6857,103.6857,103.6857,2.275,2.275,2.275,2.275,,0,,,,,,
BOND,XBOND,“220220“,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:16:00	","	2024-07-18 09:17:00	",103.8763,103.8763,103.8763,103.8763,2.25,2.25,2.25,2.25,,0,,,,,,
BOND,XBOND,“220205“,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:16:00	","	2024-07-18 09:17:00	",105.3776,105.3776,105.3776,105.3776,2.2125,2.2125,2.2125,2.2125,,0,,,,,,
BOND,XBOND,“220205“,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:17:00	","	2024-07-18 09:18:00	",105.2655,105.2659,105.1308,105.2655,2.2284,2.2475,2.2284,2.2284,,0,,,,,,
BOND,XBOND,“220205“,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:17:00	","	2024-07-18 09:18:00	",105.1534,105.1541,105.1308,105.1534,2.2443,2.2475,2.2442,2.2443,,0,,,,,,
BOND,XBOND,“220205“,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:17:00	","	2024-07-18 09:18:00	",105.3776,105.3776,105.3776,105.3776,2.2125,2.2125,2.2125,2.2125,,0,,,,,,
BOND,XBOND,“220205“,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:18:00	","	2024-07-18 09:19:00	",105.2542,105.3776,105.2542,105.3776,2.23,2.23,2.2125,2.2125,,0,,,,,,
