code,ask_size1,ask_size2,ask_size3,ask_size4,ask_size5,ask_price1,ask_price2,ask_price3,ask_price4,ask_price5,ask_yield1,ask_yield2,ask_yield3,ask_yield4,ask_yield5,bid_size1,bid_size2,bid_size3,bid_size4,bid_size5,bid_price1,bid_price2,bid_price3,bid_price4,bid_price5,bid_yield1,bid_yield2,bid_yield3,bid_yield4,bid_yield5,clearMethod,deliveryType,dataSource,settle_type,recv_time,source_time,is_inversion,is_unilateral,is_vacuum,is_spike
220210,170000000,1000000000,1000000000,1000000000,1000000000,101.3333,101.4444,101.5555,101.9879,101.9898,2.7888,2.773,2.7572,2.6959,2.6957,20000000,10000000,20000000,20000000,860000000,101.0,100.8,100.1,99.9,99.8888,2.8363,2.8649,2.9656,2.9944,2.9961,,,XBOND,T1,"	2024-07-16 19:27:37	","	2024-07-16 19:27:36	",0,0,0,0
220210,170000000,1000000000,1000000000,1000000000,1000000000,101.3333,101.4444,101.5555,101.9879,101.9898,2.7888,2.773,2.7572,2.6959,2.6957,20000000,10000000,30000000,20000000,20000000,101.0,100.8,100.5,100.1,99.9,2.8363,2.8649,2.908,2.9656,2.9944,,,XBOND,T1,"	2024-07-16 19:27:31	","	2024-07-16 19:27:30	",0,0,0,0
180011,50000000,,,,,100.5655,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,XBOND,T1,"	2024-07-16 19:27:19	","	2024-07-16 19:27:18	",0,1,0,0
220210,170000000,1000000000,1000000000,1000000000,1000000000,101.3333,101.4444,101.5555,101.9879,101.9898,2.7888,2.773,2.7572,2.6959,2.6957,20000000,10000000,10000000,20000000,20000000,101.0,100.8,100.5,100.1,99.9,2.8363,2.8649,2.908,2.9656,2.9944,,,XBOND,T1,"	2024-07-16 19:27:03	","	2024-07-16 19:27:03	",0,0,0,0
180011,50000000,30000000,,,,100.5655,103.9507,,,,3.53,2.6,,,,,,,,,,,,,,,,,,,,,XBOND,T1,"	2024-07-16 19:27:02	","	2024-07-16 19:27:02	",0,1,0,0
220210,170000000,1000000000,1000000000,1000000000,1000000000,101.3333,101.4444,101.5555,101.9879,101.9898,2.7888,2.773,2.7572,2.6959,2.6957,20000000,10000000,20000000,20000000,860000000,101.0,100.8,100.1,99.9,99.8888,2.8363,2.8649,2.9656,2.9944,2.9961,,,XBOND,T1,"	2024-07-16 19:26:55	","	2024-07-16 19:26:55	",0,0,0,0
220210,170000000,1000000000,1000000000,1000000000,1000000000,101.3333,101.4444,101.5555,101.9879,101.9898,2.7888,2.773,2.7572,2.6959,2.6957,20000000,10000000,20000000,30000000,20000000,101.0,100.8,100.1,100.0,99.9,2.8363,2.8649,2.9656,2.98,2.9944,,,XBOND,T1,"	2024-07-16 19:26:39	","	2024-07-16 19:26:39	",0,0,0,0
180011,50000000,,,,,100.5655,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,XBOND,T1,"	2024-07-16 19:26:21	","	2024-07-16 19:26:21	",0,1,0,0
180011,50000000,10000000,,,,100.5655,104.3226,,,,3.53,2.5,,,,,,,,,,,,,,,,,,,,,XBOND,T1,"	2024-07-16 19:26:13	","	2024-07-16 19:26:13	",0,1,0,0
220210,170000000,1000000000,1000000000,1000000000,1000000000,101.3333,101.4444,101.5555,101.9879,101.9898,2.7888,2.773,2.7572,2.6959,2.6957,20000000,10000000,20000000,20000000,860000000,101.0,100.8,100.1,99.9,99.8888,2.8363,2.8649,2.9656,2.9944,2.9961,,,XBOND,T1,"	2024-07-16 19:26:10	","	2024-07-16 19:26:10	",0,0,0,0
190210,,,,,,,,,,,,,,,,10000000,10000000,20000000,20000000,,102.7,102.6,102.43,102.4,,3.0498,3.0717,3.109,3.1156,,,,XBOND,T1,"	2024-07-16 19:26:01	","	2024-07-16 19:26:00	",0,1,0,0
190210,,,,,,,,,,,,,,,,10000000,10000000,20000000,20000000,,102.7,102.6,102.43,102.4,,3.0498,3.0717,3.109,3.1156,,,,XBOND,T1,"	2024-07-16 19:25:51	","	2024-07-16 19:25:50	",0,1,0,0
220210,170000000,1000000000,1000000000,1000000000,1000000000,101.3333,101.4444,101.5555,101.9879,101.9898,2.7888,2.773,2.7572,2.6959,2.6957,20000000,20000000,20000000,860000000,100000000,101.0,100.1,99.9,99.8888,99.8616,2.8363,2.9656,2.9944,2.9961,3.0,,,XBOND,T1,"	2024-07-16 19:25:20	","	2024-07-16 19:25:20	",0,0,0,0
190210,,,,,,,,,,,,,,,,10000000,20000000,20000000,,,102.7,102.43,102.4,,,3.0498,3.109,3.1156,,,,,XBOND,T1,"	2024-07-16 19:25:04	","	2024-07-16 19:25:04	",0,1,0,0
190210,,,,,,,,,,,,,,,,10000000,20000000,,,,102.7,102.43,,,,3.0498,3.109,,,,,,XBOND,T1,"	2024-07-16 19:24:54	","	2024-07-16 19:24:54	",0,1,0,0
220210,170000000,1000000000,1000000000,1000000000,1000000000,101.3333,101.4444,101.5555,101.9879,101.9898,2.7888,2.773,2.7572,2.6959,2.6957,20000000,20000000,20000000,860000000,100000000,101.0,100.1,99.9,99.8888,99.8616,2.8363,2.9656,2.9944,2.9961,3.0,,,XBOND,T1,"	2024-07-16 19:24:52	","	2024-07-16 19:24:52	",0,0,0,0
