asset_Type,data_source,code,agg_algo,settle_type,real_time_take_over,price_type,data_type,curve_name,curve_id,period,ohlc_begin,ohlc_end,open_px,high_px,low_px,close_px,open_yield,high_yield,low_yield,close_yield,ctd_Bond,volume,trade_times,total_volume,open_time,close_time,high_time,low_time
BOND,XBOND,¡°210210¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:02:00	","	2024-07-18 09:03:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°210210¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:02:00	","	2024-07-18 09:03:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°210210¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:02:00	","	2024-07-18 09:03:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°170010¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:02:00	","	2024-07-18 09:03:00	",101.093400000000,101.093400000000,101.093400000000,101.093400000000,3.107100000000,3.107100000000,3.107100000000,3.107100000000,,0.0000,,,,,,
BOND,XBOND,¡°170010¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:02:00	","	2024-07-18 09:03:00	",101.093400000000,101.093400000000,101.093400000000,101.093400000000,3.107100000000,3.107100000000,3.107100000000,3.107100000000,,0.0000,,,,,,
BOND,XBOND,¡°170010¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:02:00	","	2024-07-18 09:03:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:03:00	","	2024-07-18 09:04:00	",100.000000000000,100.000000000000,100.000000000000,100.000000000000,2.769000000000,2.769000000000,2.769000000000,2.769000000000,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:03:00	","	2024-07-18 09:04:00	",100.000000000000,100.000000000000,100.000000000000,100.000000000000,2.769000000000,2.769000000000,2.769000000000,2.769000000000,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:03:00	","	2024-07-18 09:04:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°170010¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:04:00	","	2024-07-18 09:05:00	",101.093400000000,101.093400000000,101.093400000000,101.093400000000,3.107100000000,3.107100000000,3.107100000000,3.107100000000,,0.0000,,,,,,
BOND,XBOND,¡°170010¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:04:00	","	2024-07-18 09:05:00	",101.093400000000,101.093400000000,101.093400000000,101.093400000000,3.107100000000,3.107100000000,3.107100000000,3.107100000000,,0.0000,,,,,,
BOND,XBOND,¡°170010¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:04:00	","	2024-07-18 09:05:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:05:00	","	2024-07-18 09:06:00	",100.000000000000,100.000000000000,100.000000000000,100.000000000000,2.769000000000,2.769000000000,2.769000000000,2.769000000000,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:05:00	","	2024-07-18 09:06:00	",100.000000000000,100.000000000000,100.000000000000,100.000000000000,2.769000000000,2.769000000000,2.769000000000,2.769000000000,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:05:00	","	2024-07-18 09:06:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°220210¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:06:00	","	2024-07-18 09:07:00	",103.000000000000,103.000000000000,103.000000000000,103.000000000000,2.553300000000,2.553300000000,2.553300000000,2.553300000000,,0.0000,,,,,,
BOND,XBOND,¡°220210¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:06:00	","	2024-07-18 09:07:00	",103.500000000000,103.500000000000,103.500000000000,103.500000000000,2.483700000000,2.483700000000,2.483700000000,2.483700000000,,0.0000,,,,,,
BOND,XBOND,¡°220210¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:06:00	","	2024-07-18 09:07:00	",104.000000000000,104.000000000000,104.000000000000,104.000000000000,2.414100000000,2.414100000000,2.414100000000,2.414100000000,,0.0000,,,,,,
BOND,XBOND,¡°220210¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:07:00	","	2024-07-18 09:08:00	",103.111100000000,103.222200000000,103.111100000000,103.222200000000,2.537800000000,2.537800000000,2.522300000000,2.522300000000,,0.0000,,,,,,
BOND,XBOND,¡°220210¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:07:00	","	2024-07-18 09:08:00	",103.555600000000,103.611100000000,103.555600000000,103.611100000000,2.476000000000,2.476000000000,2.468200000000,2.468200000000,,0.0000,,,,,,
BOND,XBOND,¡°220210¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:07:00	","	2024-07-18 09:08:00	",104.000000000000,104.000000000000,104.000000000000,104.000000000000,2.414100000000,2.414100000000,2.414100000000,2.414100000000,,0.0000,,,,,,
BOND,XBOND,¡°220210¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:08:00	","	2024-07-18 09:09:00	",103.555500000000,103.666600000000,103.555500000000,103.666600000000,2.475800000000,2.475800000000,2.460400000000,2.460400000000,,0.0000,,,,,,
BOND,XBOND,¡°220210¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:08:00	","	2024-07-18 09:09:00	",103.777800000000,103.833300000000,103.777800000000,103.833300000000,2.445000000000,2.445000000000,2.437300000000,2.437300000000,,0.0000,,,,,,
BOND,XBOND,¡°220210¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:08:00	","	2024-07-18 09:09:00	",104.000000000000,104.000000000000,104.000000000000,104.000000000000,2.414100000000,2.414100000000,2.414100000000,2.414100000000,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:09:00	","	2024-07-18 09:10:00	",103.495100000000,103.495100000000,103.495100000000,103.495100000000,2.300000000000,2.300000000000,2.300000000000,2.300000000000,,0.0000,,,,,,
BOND,XBOND,¡°210215¡°,,T0,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:09:00	","	2024-07-18 09:10:00	",100.000100000000,100.000100000000,100.000100000000,100.000100000000,3.119000000000,3.119000000000,3.119000000000,3.119000000000,,0.0000,,,,,,
BOND,XBOND,¡°210215¡°,,T0,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:09:00	","	2024-07-18 09:10:00	",100.000100000000,100.000100000000,100.000100000000,100.000100000000,3.119000000000,3.119000000000,3.119000000000,3.119000000000,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:09:00	","	2024-07-18 09:10:00	",103.685700000000,103.685700000000,103.685700000000,103.685700000000,2.275000000000,2.275000000000,2.275000000000,2.275000000000,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:09:00	","	2024-07-18 09:10:00	",103.876300000000,103.876300000000,103.876300000000,103.876300000000,2.250000000000,2.250000000000,2.250000000000,2.250000000000,,0.0000,,,,,,
BOND,XBOND,¡°210215¡°,,T0,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:09:00	","	2024-07-18 09:10:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:10:00	","	2024-07-18 09:11:00	",,,,,,,,,,,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:10:00	","	2024-07-18 09:11:00	",,,,,,,,,,,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:10:00	","	2024-07-18 09:11:00	",,,,,,,,,,,,,,,,
BOND,XBOND,¡°180210¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:11:00	","	2024-07-18 09:12:00	",105.765800000000,105.765800000000,105.765800000000,105.765800000000,2.494000000000,2.494000000000,2.494000000000,2.494000000000,,0.0000,,,,,,
BOND,XBOND,¡°180210¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:11:00	","	2024-07-18 09:12:00	",105.725200000000,105.725200000000,105.725200000000,105.725200000000,2.504500000000,2.504500000000,2.504500000000,2.504500000000,,0.0000,,,,,,
BOND,XBOND,¡°180210¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:11:00	","	2024-07-18 09:12:00	",105.684600000000,105.684600000000,105.684600000000,105.684600000000,2.515000000000,2.515000000000,2.515000000000,2.515000000000,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:12:00	","	2024-07-18 09:13:00	",100.250800000000,100.250800000000,100.250800000000,100.250800000000,2.734700000000,2.734700000000,2.734700000000,2.734700000000,,0.0000,,,,,,
BOND,XBOND,¡°180210¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:12:00	","	2024-07-18 09:13:00	",105.765800000000,105.765800000000,105.765800000000,105.765800000000,2.494000000000,2.494000000000,2.494000000000,2.494000000000,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:12:00	","	2024-07-18 09:13:00	",100.250800000000,100.250800000000,100.250800000000,100.250800000000,2.734700000000,2.734700000000,2.734700000000,2.734700000000,,0.0000,,,,,,
BOND,XBOND,¡°180210¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:12:00	","	2024-07-18 09:13:00	",105.684600000000,105.725200000000,105.684600000000,105.725200000000,2.515000000000,2.515000000000,2.504500000000,2.504500000000,,0.0000,,,,,,
BOND,XBOND,¡°180210¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:12:00	","	2024-07-18 09:13:00	",105.684600000000,105.684600000000,105.684600000000,105.684600000000,2.515000000000,2.515000000000,2.515000000000,2.515000000000,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:12:00	","	2024-07-18 09:13:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°180011¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°180011¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°180011¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°220210¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",103.666600000000,103.666600000000,103.666600000000,103.666600000000,2.460400000000,2.460400000000,2.460400000000,2.460400000000,,0.0000,,,,,,
BOND,XBOND,¡°210215¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°210210¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°210210¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°220205¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",105.263000000000,105.263000000000,105.263000000000,105.263000000000,2.228800000000,2.228800000000,2.228800000000,2.228800000000,,0.0000,,,,,,
BOND,XBOND,¡°220210¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",103.833300000000,103.833300000000,103.833300000000,103.833300000000,2.437300000000,2.437300000000,2.437300000000,2.437300000000,,0.0000,,,,,,
BOND,XBOND,¡°210215¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°220205¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",105.148400000000,105.148400000000,105.148400000000,105.148400000000,2.245000000000,2.245000000000,2.245000000000,2.245000000000,,0.0000,,,,,,
BOND,XBOND,¡°160010¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°210215¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°220220¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",103.495100000000,103.495100000000,100.250800000000,100.250800000000,2.300000000000,2.734700000000,2.300000000000,2.734700000000,,0.0000,,,,,,
BOND,XBOND,¡°160010¡°,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°160010¡°,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",,,,,,,,,,0.0000,,,,,,
BOND,XBOND,¡°220210¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",104.000000000000,104.000000000000,104.000000000000,104.000000000000,2.414100000000,2.414100000000,2.414100000000,2.414100000000,,0.0000,,,,,,
BOND,XBOND,¡°210210¡°,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:13:00	","	2024-07-18 09:14:00	",,,,,,,,,,0.0000,,,,,,
